variant,mode,workload,poolSize,concurrency,cfg_size,effectivePixels,latency_mean,latency_p95,roundtrip_mean,roundtrip_p95,compute_mean,compute_p95,queue_wait_mean,queue_wait_p95,transfer_mean,transfer_p95,wall_ms,cpu_total_micros,cpu_percent,throughput_mpix_sec,el_lag_mean,el_lag_p50,el_lag_p95,el_lag_p99,el_lag_max,mem_peak_rss_mb,mem_peak_heapUsed_mb,worker_overhead_ms,overhead_percent,has_queueing,queue_ratio,service_ratio,pixels_per_ms,rss_mb_per_mpix,effectivePixels_std,latency_mean_std,latency_p95_std,roundtrip_mean_std,roundtrip_p95_std,compute_mean_std,compute_p95_std,queue_wait_mean_std,queue_wait_p95_std,transfer_mean_std,transfer_p95_std,wall_ms_std,cpu_total_micros_std,cpu_percent_std,throughput_mpix_sec_std,el_lag_mean_std,el_lag_p50_std,el_lag_p95_std,el_lag_p99_std,el_lag_max_std,mem_peak_rss_mb_std,mem_peak_heapUsed_mb_std,worker_overhead_ms_std,overhead_percent_std,has_queueing_std,queue_ratio_std,service_ratio_std,pixels_per_ms_std,rss_mb_per_mpix_std,num_runs,workload_key,workload_category,width,height,kernelSize,passes,iterations,el_lag_severity,isWorkerVariant,is_worker,cfg_mode,cfg_enforceTransfer,cfg_peakSampleMs,cfg_iterations,latency_mean_cv,latency_p95_cv,throughput_mpix_sec_cv,cpu_percent_cv,mem_peak_rss_mb_cv,latency_mean_run_min,latency_mean_run_max,latency_mean_run_range,throughput_mpix_sec_run_min,throughput_mpix_sec_run_max,throughput_mpix_sec_run_range
js_pure,load,heavy_2560x1440_k31_p5,1.0,1.0,1.0,18432000.0,4581.0802692857105,4599.992035000023,4581.0802692857105,4599.992035000023,4581.057617857164,4599.967949999978,,,,,91621.77195714282,91685000.0,100.06926085919328,4.0237079711682755,,,0.000511,0.000511,0.0,2198.4698660714284,4.551942007882254,0.02265142854646131,0.0004944518541778767,0.0,,0.9999950554814582,4023.7152852692475,119.27462381029886,0.0,35.91723169158959,47.26457984179535,35.91723169158959,47.26457984179535,35.91702431000884,47.265965876146836,,,,,718.3478928516867,689612.9349134918,0.1027546143430035,0.03127131407266804,,,0.0,0.0,0.0,55.26703832004954,0.48078271062360856,0.0003026234567250021,4.8501480396247374e-06,0.0,,4.8501480399694327e-08,31.27128521597747,2.998428728301303,7,2560x1440_k31_p5,heavy,2560.0,1440.0,31.0,5.0,20.0,healthy,False,False,load,True,200.0,20.0,0.007840341050646961,0.010274926452518329,0.007771765321127039,0.0010268349487220533,0.025138865523232926,4547.619539999985,4653.075959999976,105.45641999999043,3.9612432876555697,4.053102485691331,0.09185919803576104
js_pure,load,heavy_2560x1440_k31_p5,1.0,1.0,4.0,18432000.0,4565.478537857127,4590.116786428577,4565.478537857127,4590.116786428577,4565.455251428595,4590.093114285603,,,,,91309.69618571423,91359142.85714285,100.0541273585926,4.037308142431235,,,0.000511,0.000511,0.0,2617.046316964286,4.359382629394531,0.023286428531849066,0.0005100609175261516,0.0,,0.9999948993908248,4037.3136883733823,141.98384966169084,0.0,18.842643912604746,28.8416219023947,18.842643912604746,28.8416219023947,18.84263070342319,28.8412077567557,,,,,376.85326636587234,391323.5782024169,0.0862693688743495,0.016655404310442302,,,0.0,0.0,0.0,97.25401917425991,0.43639875778005,0.0006168853746713539,1.3631874353470272e-05,0.0,,1.3631874352462392e-07,16.65543323779255,5.276368227770184,7,2560x1440_k31_p5,heavy,2560.0,1440.0,31.0,5.0,20.0,healthy,False,False,load,True,200.0,20.0,0.004127200195195488,0.006283417883324803,0.00412537357141448,0.0008622269880497911,0.03716174931404056,4534.379550000047,4598.222534999926,63.84298499987926,4.008499916204685,4.064938611686123,0.05643869548143776
js_pure,load,heavy_2560x1440_k31_p5,1.0,1.0,8.0,18432000.0,4569.0447185714065,4589.96003499989,4569.0447185714065,4589.96003499989,4569.021194999918,4589.936014999729,,,,,91381.01992857164,91413142.85714285,100.0348505536912,4.034195022999616,,,0.000511,0.000511,0.0,3855.5602678571427,4.232105800083706,0.023523571488632506,0.0005148683414649967,0.0,,0.9999948513165854,4034.2005657586537,209.1775318932912,0.0,24.22725291872786,27.021593516942527,24.22725291872786,27.021593516942527,24.22734786765505,27.020529345500986,,,,,484.54624781780115,548914.5132505995,0.0915232605964399,0.021322903445721096,,,0.0,0.0,0.0,61.35320557920892,0.325989680048706,0.0002909998070650185,7.689773100889506e-06,0.0,,7.689773100073935e-08,21.322908293661232,3.328624434635902,7,2560x1440_k31_p5,heavy,2560.0,1440.0,31.0,5.0,20.0,healthy,False,False,load,True,200.0,20.0,0.005302476646869621,0.005887108669987183,0.005285541061886122,0.0009149137534555229,0.01591291571569909,4537.183439999959,4613.545210000128,76.36177000016869,3.9951868272812003,4.062426715371448,0.06723988809024739
js_pure,load,heavy_2560x1440_k31_p5,1.0,1.0,16.0,18432000.0,4569.984142142906,4596.12790214277,4569.984142142906,4596.12790214277,4569.960403571411,4596.1035600001,,,,,91399.80847142862,91397000.0,99.99687829162488,4.033308173053018,,,0.000511,0.000511,0.0,7094.253348214285,4.3783449445452005,0.023738571495934075,0.0005194527269011001,0.0,,0.999994805472731,4033.3137166516,384.8878769647508,0.0,15.444242321275475,31.316448789321356,15.444242321275475,31.316448789321356,15.44427737774799,31.316062471258743,,,,,308.88593880782827,327101.920915587,0.04964656033322669,0.013576615546565767,,,0.0,0.0,0.0,125.65641582503956,0.011745676802439532,0.0006010526619528909,1.3372913435327322e-05,0.0,,1.3372913435532487e-07,13.57660468332586,6.817296865507783,7,2560x1440_k31_p5,heavy,2560.0,1440.0,31.0,5.0,20.0,healthy,False,False,load,True,200.0,20.0,0.0033794958233779628,0.006813659118302877,0.003366124026245416,0.0004964811020244097,0.01771242295098876,4557.8211650000885,4601.043654999975,43.22248999988642,4.006042081672508,4.044032217904246,0.037990136231738525
js_pure,load,large_1920x1080_k15_p10,1.0,1.0,1.0,20736000.0,2663.478338571422,2684.231510714179,2663.478338571422,2684.231510714179,2663.4559221428453,2684.2080757142908,,,,,53269.691371428584,53303428.571428575,100.06339233410303,7.785512060430654,,,0.000511,0.000511,0.0,2172.371651785714,4.680341448102679,0.022416428576304628,0.0008416206966767967,0.0,,0.9999915837930332,7785.530268181573,104.76329339244377,0.0,15.35204035887088,24.062724402816443,15.35204035887088,24.062724402816443,15.351902268501023,24.06352521006224,,,,,307.04354969173426,302275.7334746183,0.05568730587987207,0.044929952401620794,,,0.0,0.0,0.0,61.38114669190132,0.43850762154220296,0.0004993304842085957,1.8030113976188657e-05,0.0,,1.803011398029961e-07,44.92976169343974,2.9601247440152942,7,1920x1080_k15_p10,large,1920.0,1080.0,15.0,10.0,20.0,healthy,False,False,load,True,200.0,20.0,0.005763906594076178,0.008964474303639407,0.005770969469044211,0.0005565202676113255,0.02825536166495513,2642.8696599999907,2678.5057299999753,35.63606999998456,7.741611139152501,7.846000417098793,0.10438927794629205
js_pure,load,large_1920x1080_k15_p10,1.0,1.0,4.0,20736000.0,2650.8803157142997,2656.8886571428407,2650.8803157142997,2656.8886571428407,2650.857479285715,2656.862921428637,,,,,53017.7371857143,53045142.85714286,100.05178323064544,7.822353364659724,,,0.000511,0.000511,0.0,2611.953683035714,4.481331961495536,0.022836428584663997,0.0008614750116043196,0.0,,0.999991385249884,7822.3726740403345,125.96227252294146,0.0,8.294661751944368,7.62123843569305,8.294661751944368,7.62123843569305,8.294681015567587,7.6222051229638685,,,,,165.89328291455314,163711.5640096209,0.1368356128559296,0.024437519169173357,,,0.0,0.0,0.0,99.89421308425155,0.48358431953423187,0.0004185064536121429,1.6150313692097217e-05,0.0,,1.615031368940663e-07,24.43762876587116,4.817429257535258,7,1920x1080_k15_p10,large,1920.0,1080.0,15.0,10.0,20.0,healthy,False,False,load,True,200.0,20.0,0.0031290215943639496,0.0028684824315855077,0.0031240622904583396,0.001367647916284389,0.03824501702807785,2640.6184900000226,2664.8120850000064,24.193594999983816,7.781392874878431,7.852686985292297,0.07129411041386557
js_pure,load,large_1920x1080_k15_p10,1.0,1.0,8.0,20736000.0,2656.6431335714515,2669.964067143042,2656.6431335714515,2669.964067143042,2656.619927142893,2669.940670714255,,,,,53133.00041428554,53149428.571428575,100.0309735928851,7.805553115886105,,,0.000511,0.000511,0.0,3853.121651785714,4.234342302594866,0.02320642855816654,0.0008735004319273529,0.0,,0.9999912649956807,7805.573349767589,185.81798089244376,0.0,15.76613621777841,23.54360370410238,15.76613621777841,23.54360370410238,15.765873748971455,23.542570335991662,,,,,315.32444900019595,310244.4504703015,0.03645156312922039,0.04609023130864524,,,0.0,0.0,0.0,61.213695221651754,0.3340060629712123,0.0004117717011898465,1.2884834241212492e-05,0.0,,1.2884834241146112e-07,46.09020536787059,2.952049345179957,7,1920x1080_k15_p10,large,1920.0,1080.0,15.0,10.0,20.0,healthy,False,False,load,True,200.0,20.0,0.005934608234935659,0.008817947774591172,0.005904800162699677,0.0003644027626640343,0.01588677979925251,2640.5798200000077,2687.1780549999794,46.59823499997174,7.716625864331466,7.8528015525642125,0.13617568823274695
js_pure,load,large_1920x1080_k15_p10,1.0,1.0,16.0,20736000.0,2649.4095164285836,2658.482738571341,2649.4095164285836,2658.482738571341,2649.386003571456,2658.4578664285664,,,,,52988.33048571407,53022428.571428575,100.06442932133818,7.826696789690544,,,0.000511,0.000511,0.0,7093.922433035715,4.37751225062779,0.02351285712796068,0.0008874951417444527,0.0,,0.9999911250485826,7826.717489820197,342.1065988153797,0.0,8.433239316657554,9.329924472816948,8.433239316657554,9.329924472816948,8.433356263877231,9.33067020399196,,,,,168.66770117764298,156806.5231879275,0.06784054208629646,0.024874133877219227,,,0.0,0.0,0.0,125.65344083205629,0.011801657123776121,0.0004961086004777985,1.9592727660092136e-05,0.0,,1.9592727658461772e-07,24.873837132369633,6.0596759660520885,7,1920x1080_k15_p10,large,1920.0,1080.0,15.0,10.0,20.0,healthy,False,False,load,True,200.0,20.0,0.003183063722072532,0.0035094922142811487,0.003178113902404377,0.0006779686102884699,0.017712829822736757,2639.752270000009,2661.544109999947,21.79183999993802,7.790944536246709,7.855262024044394,0.06431748779768487
js_pure,load,medium_1920x1080_k15_p1,1.0,1.0,1.0,2073600.0,273.63146000000245,299.9290842857877,273.63146000000245,299.9290842857877,273.61149357142193,299.9085842857071,,,,,5472.7416999999305,5576000.0,101.88421541772205,7.578706310537158,,,0.000511,0.000511,0.0,2333.543526785714,4.695041111537388,0.019966428580557607,0.007299300610804566,0.0,,0.999927006993892,7578.862173926259,1125.3585680872466,0.0,3.009913238680808,26.47421169388707,3.009913238680808,26.47421169388707,3.010405081400727,26.476687245672604,,,,,60.19692543828077,79699.43538068504,0.5049685575283592,0.08338013583890111,,,0.0,0.0,0.0,47.37882232296155,0.4176172995171968,0.0011719418130039898,0.00047155128482668173,0.0,,4.715512848262955e-06,83.38560812107454,22.848583296181317,7,1920x1080_k15_p1,medium,1920.0,1080.0,15.0,1.0,20.0,healthy,False,False,load,True,200.0,20.0,0.010999880052830114,0.08826823766334409,0.01100189562999326,0.004956298239702825,0.02030338057941538,269.58965999998617,277.33359000005294,7.743930000066769,7.476754131036598,7.691512484965445,0.2147583539288469
js_pure,load,medium_1920x1080_k15_p1,1.0,1.0,4.0,2073600.0,270.6942107142814,280.58514214283787,270.6942107142814,280.58514214283787,270.67389714286134,280.5628235714543,,,,,5413.999385714332,5508714.285714285,101.74098939939753,7.660887952522103,,,0.000511,0.000511,0.0,2724.957589285714,4.5110321044921875,0.020313571420103926,0.007505356504129866,0.0,,0.9999249464349588,7661.050811666672,1314.1192077959656,0.0,2.897619559083821,21.807292911457818,2.897619559083821,21.807292911457818,2.8977321181223443,21.809061393856968,,,,,57.958002996979964,125349.79628452311,1.4596035990762233,0.0813786304098755,,,0.0,0.0,0.0,92.16019991662529,0.4633623680003035,0.0007074585698368847,0.00028638678454379247,0.0,,2.863867845480134e-06,81.37413257531492,44.44454085485405,7,1920x1080_k15_p1,medium,1920.0,1080.0,15.0,1.0,20.0,healthy,False,False,load,True,200.0,20.0,0.010704401662074214,0.07772076862272469,0.010622610709648114,0.014346268968806258,0.03382078322209154,268.03190499998163,275.46963499998674,7.437730000005104,7.527353905317706,7.736253162019876,0.20889925670217036
js_pure,load,medium_1920x1080_k15_p1,1.0,1.0,8.0,2073600.0,270.1566792857168,273.42774357150444,270.1566792857168,273.42774357150444,270.1359321428596,273.40398642861817,,,,,5403.252614285664,5466714.285714285,101.17462172985121,7.675731589185967,,,0.000511,0.000511,0.0,4005.7918526785716,4.270048958914621,0.02074714285720347,0.00767861853723769,0.0,,0.9999232138146276,7675.9005943756265,1931.8054845093423,0.0,1.9905377276435552,4.993553543739837,1.9905377276435552,4.993553543739837,1.9899345051393775,4.994879174115089,,,,,39.816557148816216,54914.21881964112,0.7131723972350326,0.05616580533822127,,,0.0,0.0,0.0,51.70591834946843,0.31128497094949853,0.0008653846352509443,0.00028450476878702415,0.0,,2.845047687828111e-06,56.160107245162436,24.935338710198845,7,1920x1080_k15_p1,medium,1920.0,1080.0,15.0,1.0,20.0,healthy,False,False,load,True,200.0,20.0,0.00736808630053662,0.018262790302528194,0.007317322744499174,0.0070489257586679325,0.012907789583448775,267.5107849999331,274.1752750000451,6.664490000111982,7.5628666021720425,7.751303088772405,0.18843648660036205
js_pure,load,medium_1920x1080_k15_p1,1.0,1.0,16.0,2073600.0,269.37602214284374,271.0270728572072,269.37602214284374,271.0270728572072,269.3548428571251,271.0014214287379,,,,,5387.64041428574,5439571.428571428,100.96271248673303,7.697781539401591,,,0.000511,0.000511,0.0,7234.775111607143,4.423020499093192,0.02117928571867164,0.007862143976067468,0.0,,0.9999213785602393,7697.95290294113,3488.992627125358,0.0,1.3420019264625282,1.8643954314350997,1.3420019264625282,1.8643954314350997,1.341764581873664,1.8641160286384701,,,,,26.845077169166547,47321.09164300541,0.4875194735471009,0.03819757895537195,,,0.0,0.0,0.0,131.04950527774827,0.010552674876735465,0.0011667063039244403,0.00042751043826001853,0.0,,4.275104382590629e-06,38.19217555707774,63.19902839397594,7,1920x1080_k15_p1,medium,1920.0,1080.0,15.0,1.0,20.0,healthy,False,False,load,True,200.0,20.0,0.00498189080003155,0.006879000727788443,0.004962154194667019,0.004828708159075691,0.01811383260102977,267.97480500005184,271.82606000001545,3.8512549999636008,7.628225117178252,7.737863456339043,0.10963833916079135
js_pure,load,small_512x512_k5_p1,1.0,1.0,1.0,262144.0,15.732090000026593,15.885073571416019,15.732090000026593,15.885073571416019,15.72620785714992,15.87710142858393,,,,,314.69485714293216,312571.4285714286,99.31418877728946,16.660809672647876,,,0.000511,0.000511,0.0,2333.5887276785716,4.650859287806919,0.005882142876674276,0.03739878087243554,0.0,,0.9996260121912757,16663.627421785644,8901.934538568768,0.0,0.10325147983485478,0.10356487967401905,0.10325147983485478,0.10356487967401905,0.10347677736783568,0.0951751228337261,,,,,2.0512079448358227,9253.056123197766,2.380037706988507,0.10870591918640692,,,0.0,0.0,0.0,47.18826349724058,0.43090779576127297,0.000548565207502296,0.003588663634163364,0.0,,3.5886636341665953e-05,109.45099901573585,180.0089397325155,7,512x512_k5_p1,small,512.0,512.0,5.0,1.0,20.0,healthy,False,False,load,True,200.0,20.0,0.00656311271005189,0.0065196348766288475,0.006524648040657346,0.023964729876872932,0.020221328179015906,15.565849999990315,15.881810000026599,0.3159600000362843,16.50471652822879,16.83944380707418,0.33472727884538855
