variant,workload,width,height,kernelSize,passes,poolSize,concurrency,payloadBytes,client_latency_mean,client_latency_p50,client_latency_p95,client_latency_p99,client_latency_max,server_latency_mean,server_latency_p50,server_latency_p95,server_latency_p99,server_latency_max,compute_latency_mean,compute_latency_p50,compute_latency_p95,compute_latency_p99,compute_latency_max,queuewait_latency_mean,queuewait_latency_p50,queuewait_latency_p95,queuewait_latency_p99,queuewait_latency_max,throughput_rps,client_ok,client_err,client_error_rate_percent,wall_sec,server_requests_total,server_requests_ok,server_requests_err,server_requests_error_rate_percent,server_requests_rps,server_cpu_percent_before,server_cpu_percent_after,server_eventloop_lag_p95_before,server_eventloop_lag_p99_before,server_eventloop_lag_max_before,server_eventloop_lag_p95_after,server_eventloop_lag_p99_after,server_eventloop_lag_max_after,server_inflight_current,server_inflight_peak,server_queue_pending,server_rss_current_before_mb,server_heap_used_current_before_mb,server_rss_current_after_mb,server_heap_used_current_after_mb,server_rss_peak_before_mb,server_heap_used_peak_before_mb,server_rss_peak_after_mb,server_heap_used_peak_after_mb,server_side_latency_mean,server_side_latency_p50,server_side_latency_p95,server_side_latency_p99,server_side_latency_max,server_side_queuewait_mean,server_side_queuewait_p50,server_side_queuewait_p95,server_side_queuewait_p99,server_side_queuewait_max,server_side_compute_mean,server_side_compute_p50,server_side_compute_p95,server_side_compute_p99,server_side_compute_max,num_runs,network_overhead_ms,payload_mb,payload_mb_per_sec,server_rss_delta_mb,server_heap_used_delta_mb,server_cpu_percent_delta,server_eventloop_lag_p95_delta,workload_category,is_worker,effectivePixels
js_pure,heavy_2560x1440_k31_p5,2560.0,1440.0,31.0,5.0,-1.0,1.0,14745600.0,4650.366571428587,4647.4440428570715,4659.754088571475,4660.8483148571995,4661.121871428631,4630.273238095238,4628.432428571429,4638.790142857143,4639.7108285714285,4639.941,4620.432142857143,4618.051857142857,4628.706057142857,4629.653097142857,4629.889857142857,0.0,0.0,0.0,0.0,0.0,0.2150361257726157,3.0,0.0,0.0,13.951417557142875,4.0,4.0,0.0,0.0,0.2122355730413332,0.0,100.09102996492358,15.979080142857143,16.079724714285714,16.079724714285714,4653.280693857143,4662.268488142857,4662.268488142857,0.0,1.0,0.0,5387.341517857143,8.992565699986049,5415.603236607143,8.957951136997767,5387.341517857143,8.98630850655692,5512.002790178572,9.74496350969587,4629.970496428548,4630.821657142835,4641.358457142853,4642.135954285699,4642.330328571411,0.0,0.0,0.0,0.0,0.0,4619.546521428523,4620.755828571373,4630.3995114285135,4631.0691251427925,4631.236528571362,7,20.09333333334871,14.0625,3.023945518677408,124.66127232142844,0.7586550031389496,100.09102996492358,4637.301613714286,heavy,False,18432000.0
js_pure,heavy_2560x1440_k31_p5,2560.0,1440.0,31.0,5.0,-1.0,4.0,14745600.0,13867.978261904802,13859.736278571521,21941.25779285719,22862.944861428627,23093.36662857148,7915.655238095239,7261.8240000000005,12690.2685,13609.460785714286,13839.258857142859,4599.078309523809,4600.777357142857,4606.683321428572,4607.035407142857,4607.123428571429,0.0,0.0,0.0,0.0,0.0,0.21638596553804365,6.0,0.0,0.0,27.728947728571484,10.0,10.0,0.0,0.0,0.21510919151306654,0.0,100.29756013478179,16.00482642857143,16.14174985714286,16.14174985714286,13856.782042428571,13881.94786642857,13881.94786642857,0.0,1.0,0.0,5415.603236607143,9.016666957310267,5427.064732142857,8.957507542201451,5415.603236607143,9.010288783482142,5549.575892857143,9.678461347307477,7986.689680000002,7263.159614285687,13852.495780000054,13861.24723600008,13863.435100000086,0.0,0.0,0.0,0.0,0.0,4601.839209999996,4602.147414285656,4614.561597142857,4616.318890857103,4616.758214285664,7,5952.323023809563,14.0625,3.0429276403787386,133.97265625,0.6681725638253351,100.29756013478179,13840.777216,heavy,False,18432000.0
js_pure,heavy_2560x1440_k31_p5,2560.0,1440.0,31.0,5.0,-1.0,8.0,14745600.0,23995.97580857145,25394.1563714286,39404.679408571465,41055.21035028571,41467.84308571428,14759.045057142856,11564.4315,30169.081749999994,31822.711664285715,32236.119142857144,4588.446571428572,4587.6714999999995,4599.530021428572,4601.462347142858,4601.945428571429,0.0,0.0,0.0,0.0,0.0,0.2169616807469334,10.0,0.0,0.0,46.09228807142856,18.0,18.0,0.0,0.0,0.21631706564485423,0.0,100.2725509483745,15.990783000000002,16.092597857142856,16.092597857142856,18387.828735,32264.983112142858,32264.983112142858,0.0,1.0,0.0,5427.239397321428,9.032326834542411,5436.659040178572,8.941603524344307,5427.239397321428,9.026018415178571,5588.91796875,9.84435054234096,15626.23320714283,13854.75947857146,32209.43558214277,32243.97710500001,32252.612485714322,0.0,0.0,0.0,0.0,0.0,4588.1501936508075,4587.2954142856015,4600.143983571515,4602.729333857205,4603.375671428628,7,9236.930751428594,14.0625,3.0510236355037508,161.67857142857156,0.8183321271623889,100.2725509483745,18371.837951999998,heavy,False,18432000.0
js_pure,heavy_2560x1440_k31_p5,2560.0,1440.0,31.0,5.0,-1.0,16.0,14745600.0,38801.139939285706,39304.3914142857,74024.47980428579,77521.39664657145,78395.62585714286,28993.00711111111,25456.124428571427,60616.90501428571,63734.751059999995,64514.21257142857,4591.619182539683,4591.889214285714,4603.697764285715,4605.293724285714,4605.692714285715,0.0,0.0,0.0,0.0,0.0,0.2168088895272783,18.0,2.0,10.0,83.02431492857143,34.0,34.0,0.0,0.0,0.216501168737034,1.9395468697255787,100.22756517214624,16.07738414285714,16.195583,16.195583,36861.94029614286,59980.943944142855,59980.943944142855,0.0,1.0,0.0,5436.713727678572,9.009713309151786,5420.518973214285,8.963617597307477,5436.713727678572,9.003441946847099,5603.73828125,9.548126220703125,31773.388489495796,30037.27414285711,64496.3128164286,67607.25018257144,69106.9608,0.0,0.0,0.0,0.0,0.0,4591.2043978991705,4592.556228571471,4604.331168571384,4607.90153414284,4608.853899999987,7,9808.132828174595,14.0625,3.048875008977351,167.02455357142844,0.544684273856026,98.28801830242067,36845.862912,heavy,False,18432000.0
js_pure,large_1920x1080_k15_p10,1920.0,1080.0,15.0,10.0,-1.0,1.0,8294400.0,2691.936603571463,2691.2908000000584,2698.244783571457,2698.849619571453,2699.000828571451,2679.404785714286,2679.2057142857143,2684.629092857143,2684.957704285714,2685.039857142857,2673.8182857142856,2673.6530714285714,2678.8195285714287,2679.109277142857,2679.1817142857144,0.0,0.0,0.0,0.0,0.0,0.37148480311518234,4.0,0.0,0.0,10.768052728571464,5.0,5.0,0.0,0.0,0.36771264817314725,0.0,100.0037942895325,16.098449285714285,16.098449285714285,16.098449285714285,2695.139912142857,2698.4354367142855,2698.4354367142855,0.0,1.0,0.0,5540.804129464285,9.055184500558036,5579.853794642857,9.174413408551898,5540.804129464285,9.044216700962611,5631.852678571428,9.654319763183594,2679.466617142855,2678.414871428561,2685.662402857128,2686.219017714269,2686.3581714285538,0.0,0.0,0.0,0.0,0.0,2673.9148085714583,2673.268142857123,2679.9414571429406,2680.509000000096,2680.6508857143845,7,12.531817857176975,7.91015625,2.938502837141579,91.04854910714312,0.6101030622209827,100.0037942895325,2679.041462857143,large,False,20736000.0
js_pure,large_1920x1080_k15_p10,1920.0,1080.0,15.0,10.0,-1.0,4.0,8294400.0,8405.766944897992,8016.410300000005,14437.40618142861,15719.44408200003,16039.953557142888,4197.511204081633,2680.6169999999997,7209.747499999998,7848.671214285713,8008.402142857143,2662.292489795918,2661.4627142857144,2668.1012714285716,2669.008711428571,2669.235571428572,0.0,0.0,0.0,0.0,0.0,0.3739060166142472,7.0,0.0,0.0,18.722091771428573,11.0,11.0,0.0,0.0,0.371891807851506,1.5731541248600833,100.39028499541529,16.008337285714287,16.008337285714287,16.008337285714287,8036.2864629999995,13366.647660714285,13366.647660714285,0.0,1.0,0.0,5552.719866071428,9.046059744698661,5554.51953125,9.007815769740514,5552.719866071428,9.039871215820312,5644.099330357143,9.641697474888392,4374.148789610405,2684.218685714262,8016.748864285714,8024.446504285732,8026.370914285736,0.0,0.0,0.0,0.0,0.0,2663.836580519486,2662.648471428514,2670.380757142873,2671.3656028571572,2671.611814285728,7,4208.255740816359,7.91015625,2.9576550142337914,91.37946428571468,0.6018262590680798,98.8171308705552,8020.278125714285,large,False,20736000.0
js_pure,large_1920x1080_k15_p10,1920.0,1080.0,15.0,10.0,-1.0,8.0,8294400.0,14613.722571428578,16084.85647142858,24097.105735714296,26233.783901428596,26767.953442857168,8033.758597402598,5375.327285714286,17389.99742857143,18457.76748571429,18724.71,2664.519987012987,2663.797714285714,2674.0996428571425,2678.6477000000004,2679.784714285714,0.0,0.0,0.0,0.0,0.0,0.373492630549998,11.0,0.0,0.0,29.452641114285715,19.0,19.0,0.0,0.0,0.3727241334872589,1.6099022295660785,100.39221316336996,15.970888142857143,15.970888142857143,15.970888142857143,18711.389329285714,24101.669155571428,24101.669155571428,0.0,1.0,0.0,5545.7890625,9.029571533203125,5581.858816964285,9.035147530691964,5545.7890625,9.023411342075892,5659.760602678572,9.446201869419642,8729.676459398483,8021.447685714279,18685.033747142872,18720.352143714263,18729.181742857112,0.0,0.0,0.0,0.0,0.0,2663.0597661654133,2661.9265285714396,2671.3614799999464,2678.295141714262,2680.0285571428417,7,6579.96397402598,7.91015625,2.9543850658740074,113.97154017857156,0.42279052734375,98.78231093380388,18695.418441142858,large,False,20736000.0
js_pure,large_1920x1080_k15_p10,1920.0,1080.0,15.0,10.0,-1.0,16.0,8294400.0,25907.57808270675,26762.435242857086,43297.46829285705,47136.10617285711,48095.76564285711,17633.33845112782,16066.43414285714,37652.90845714285,39572.77220571429,40052.738142857146,2660.741819548872,2660.1618571428576,2667.5652428571425,2671.6277914285715,2672.6434285714286,0.0,0.0,0.0,0.0,0.0,0.3741979339025007,19.0,0.0,0.0,50.77704367142859,35.0,35.0,0.0,0.0,0.37364758036077045,0.0,100.30122139919366,16.004826428571427,16.004826428571427,16.004826428571427,40087.959258428564,45442.28790757143,45442.28790757143,0.0,1.0,0.0,5544.556361607143,8.879908970424108,5590.953125,9.054857526506696,5544.556361607143,8.873681204659599,5672.27734375,9.423454284667969,18811.512075918374,18698.330157142896,38188.88509571429,40051.105869428604,40077.909142857185,0.0,0.0,0.0,0.0,0.0,2660.484614693876,2659.1001285714033,2669.7634142856614,2677.261862571441,2680.327657142887,7,8274.23963157893,7.91015625,2.959964125595953,127.72098214285688,0.5497730800083698,100.30122139919366,40071.95443199999,large,False,20736000.0
js_pure,medium_1920x1080_k15_p1,1920.0,1080.0,15.0,1.0,-1.0,1.0,8294400.0,298.0991848775881,294.1889428571199,323.3072999999742,331.16132828571665,333.3232285714309,286.7931569500527,282.9061428571428,310.61372857142857,318.70529,321.24814285714285,281.15671778529594,276.5384285714286,304.05231428571426,312.83248000000003,315.335,0.0,0.0,0.0,0.0,0.0,3.3550893991676305,33.857142857142854,0.0,0.0,10.091541585714273,40.857142857142854,40.857142857142854,0.0,0.0,3.306871210137848,1.7078726524752639,103.67026835945532,16.147601285714284,16.147601285714284,16.147601285714284,319.4411875714286,343.40863899999994,349.1009087142857,0.0,1.0,0.0,3440.319754464286,10.219821384974889,3439.3688616071427,9.397005353655134,3440.319754464286,10.20956529889788,3520.3018973214284,12.170200892857142,287.66242700555443,283.342942857117,311.7375385714246,335.14209371431065,338.2175857143011,0.0,0.0,0.0,0.0,0.0,281.87632108387515,277.2570285713965,304.62823071429074,328.4174302857073,330.94872857142974,7,11.306027927535354,7.91015625,26.53928138013458,79.98214285714266,1.9606355939592621,101.96239570698006,303.2935862857143,medium,False,2073600.0
js_pure,medium_1920x1080_k15_p1,1920.0,1080.0,15.0,1.0,-1.0,4.0,8294400.0,1104.5000718816257,1133.7883857142629,2006.5462735714318,2037.2644874285647,2050.1902285714,500.3574061114324,561.0607142857143,851.0343857142858,868.556567142857,877.3059999999999,275.48684923848083,273.3336428571429,283.3652,298.56164714285717,301.2635714285715,0.0,0.0,0.0,0.0,0.0,3.482575318318662,38.42857142857143,0.0,0.0,11.035129985714281,48.57142857142857,48.57142857142857,0.0,0.0,3.436743082833581,0.0,104.86928848640964,16.126536142857145,16.126536142857145,16.126536142857145,1436.848712142857,1471.6015167142857,1471.6015167142857,0.0,1.0,0.0,3430.328683035714,9.244381495884486,3461.7840401785716,9.129986354282924,3430.328683035714,9.238206045968193,3527.944754464286,10.197228567940849,498.6652465881916,560.603785714251,851.5908885714398,881.5722175714246,903.3203571428478,0.0,0.0,0.0,0.0,0.0,276.32154187633535,273.6815642857026,283.86370428569995,313.32464414285295,317.1448142856825,7,604.1426657701933,7.91015625,27.5477149202941,97.61607142857156,0.9590225219726562,104.86928848640964,1420.722176,medium,False,2073600.0
js_pure,medium_1920x1080_k15_p1,1920.0,1080.0,15.0,1.0,-1.0,8.0,8294400.0,2081.288019411485,2171.5191428571707,2271.8829714285935,4702.9845258571395,6236.289857142854,1268.8738984337922,1143.9081428571428,2243.5875857142855,2415.1254828571423,2534.551142857143,271.7352735326689,271.16735714285716,274.67775,276.16488714285714,276.57585714285716,0.0,0.0,0.0,0.0,0.0,3.5311711640347596,42.714285714285715,0.0,0.0,12.096389857142865,57.285714285714285,57.285714285714285,0.0,0.0,3.490559896543469,0.0,102.70643066518696,16.142920142857143,16.142920142857143,16.142920142857143,3964.216465285714,4501.386970428571,4501.386970428571,0.0,1.0,0.0,3436.018973214286,9.125760759626116,3449.086495535714,8.980159214564733,3436.018973214286,9.119636535644531,3555.3348214285716,9.586948939732142,1188.7948087398324,1136.8689571428695,2210.7924028571456,2372.4762401428775,2534.5510428571474,0.0,0.0,0.0,0.0,0.0,272.4607832097197,271.1676000000111,276.5351500000056,292.4166739999995,293.19111428572796,7,812.4141209776928,7.91015625,27.93211565300933,119.31584821428578,0.4673124040876111,102.70643066518696,3948.073545142857,medium,False,2073600.0
js_pure,medium_1920x1080_k15_p1,1920.0,1080.0,15.0,1.0,-1.0,16.0,8294400.0,3864.7351393501413,4228.831964285711,4454.300074285741,8828.008621285684,13024.965285714266,2192.2366096918768,2088.372142857143,4199.7266714285715,4366.013747142856,4477.196857142857,271.62199142857145,270.3910714285714,278.1834857142857,289.8032557142857,291.29314285714287,0.0,0.0,0.0,0.0,0.0,3.533919307798444,50.42857142857143,0.0,0.0,14.270034842857111,72.42857142857143,72.42857142857143,0.0,0.0,3.501654334085274,0.0,103.64202832447324,16.046956714285717,16.046956714285717,16.046956714285717,5706.050997857143,8494.064785285715,8494.064785285715,0.0,1.0,0.0,3435.3180803571427,9.056423732212611,3445.3141741071427,8.980025155203682,3435.3180803571427,9.050289699009486,3543.6936383928573,9.461346217564174,2069.9059299277073,1991.9845214285638,4198.224823571422,4341.096845714308,4477.196600000008,0.0,0.0,0.0,0.0,0.0,272.2060912970197,270.78647142858244,281.18814000000214,298.2064188571479,306.08264285715165,7,1672.4985296582645,7.91015625,27.953853899577535,108.37555803571468,0.4110565185546875,103.64202832447324,5690.004041142857,medium,False,2073600.0
js_pure,small_512x512_k5_p1,512.0,512.0,5.0,1.0,-1.0,1.0,1048576.0,19.738001610843476,18.767407142857014,24.58655857142847,35.07144157142816,44.58168571428554,17.040410064062943,16.461357142857143,19.793557142857143,25.043440000000004,34.358714285714285,15.77495833071893,15.391428571428571,18.07502142857143,20.424739999999996,22.30557142857143,0.0,0.0,0.0,0.0,0.0,50.54202322592583,506.0,0.0,0.0,10.011683371428571,603.4285714285714,603.4285714285714,0.0,0.0,50.08285027774142,0.0,96.72918048721279,0.000511,0.000511,0.0,22.829932714285714,26.827628714285716,36.92251328571428,0.0,1.0,0.0,49.498325892857146,7.405528477260044,97.24776785714286,7.772464207240513,49.469308035714285,7.3585085187639505,127.08872767857143,8.824451991489955,17.160860078516496,16.492507142856603,20.561577857142222,27.36480742857143,34.88921428571458,0.0,0.0,0.0,0.0,0.0,15.851443677687602,15.395928571429197,18.432520714286017,21.55269785714333,27.00531428571464,7,2.697591546780533,1.0,50.54202322592583,77.61941964285714,1.4659434727260043,96.72918048721279,22.829421714285715,small,False,262144.0
js_pure,small_512x512_k5_p1,512.0,512.0,5.0,1.0,-1.0,4.0,1048576.0,70.22027794328868,69.71532857142847,73.91729857142816,79.56926628571357,544.9928999999995,16.72762633458832,16.455785714285714,18.533592857142857,20.06797857142856,22.593,15.613761069118514,15.415642857142858,16.567692857142855,18.027818571428565,21.05842857142857,0.0,0.0,0.0,0.0,0.0,56.77145165364498,571.4285714285714,0.0,0.0,10.065481942857144,687.4285714285714,687.4285714285714,0.0,0.0,56.592033111330295,0.0,105.77000405735018,0.000511,0.000511,0.0,646.1475098571428,659.554303,659.554303,0.0,1.0,0.0,97.31863839285714,8.13414546421596,88.27734375,7.575090680803571,97.31863839285714,8.11788831438337,129.33035714285714,8.252765110560826,16.74390190571138,16.469635714285427,18.5792550000003,20.193899714285898,23.065228571429802,0.0,0.0,0.0,0.0,0.0,15.609220295455662,15.413178571428164,16.499459285714174,18.18442228571318,21.538214285714535,7,53.492651608700356,1.0,56.77145165364498,32.01171875,0.13487679617745663,105.77000405735018,646.1469988571429,small,False,262144.0
js_pure,small_512x512_k5_p1,512.0,512.0,5.0,1.0,-1.0,8.0,1048576.0,138.36996928347835,138.76849285714292,142.80423285714346,146.58189271428634,1237.9241999999997,16.53723226419649,16.30842857142857,18.070435714285715,19.071608571428573,21.065428571428573,15.557215942650645,15.412,16.3414,17.28747285714285,19.430857142857143,0.0,0.0,0.0,0.0,0.0,57.44479686195608,582.0,0.0,0.0,10.131415028571428,704.4285714285714,704.4285714285714,0.0,0.0,57.36488839348298,0.0,105.64505680043196,0.000511,0.000511,0.0,1258.1414024285714,1262.3357064285715,1262.3357064285715,0.0,1.0,0.0,77.44698660714286,7.900468008858817,91.49720982142857,7.738991873604911,77.44698660714286,7.8827667236328125,127.46540178571429,8.211294991629464,16.52897236083719,16.29864285714471,18.06834928571391,19.078874428571925,21.99002857142685,0.0,0.0,0.0,0.0,0.0,15.552268629529138,15.408407142859298,16.33790428571535,17.465076428570736,20.130242857142417,7,121.83273701928186,1.0,57.44479686195608,50.01841517857143,0.328528267996651,105.64505680043196,1258.1408914285714,small,False,262144.0
js_pure,small_512x512_k5_p1,512.0,512.0,5.0,1.0,-1.0,16.0,1048576.0,273.933686306073,275.7050785714299,285.08999857142646,292.29731942857217,2610.0075999999995,16.50187333526953,16.252714285714287,18.032864285714286,19.25487,22.97557142857143,15.553380018061969,15.394285714285713,16.312064285714285,17.5969,20.895714285714288,0.0,0.0,0.0,0.0,0.0,57.666324428628755,592.1428571428571,0.0,0.0,10.268476985714287,722.1428571428571,722.1428571428571,0.0,0.0,57.503304757198016,0.0,105.36649191050537,0.000511,0.000511,0.0,2516.582399,2516.582399,2516.582399,0.0,1.0,0.0,91.65066964285714,8.151827130998884,90.95647321428571,7.73003169468471,91.6484375,8.134361267089844,126.26785714285714,8.276260375976562,16.514558130093878,16.24314285714354,18.04865357142943,20.014237142857414,22.975500000001507,0.0,0.0,0.0,0.0,0.0,15.567254074786272,15.387557142858507,16.30589214285766,18.447435714285714,20.965528571427317,7,257.4318129708035,1.0,57.666324428628755,34.61941964285714,0.14189910888671875,105.36649191050537,2516.5818879999997,small,False,262144.0
js_wasm,heavy_2560x1440_k31_p5,2560.0,1440.0,31.0,5.0,-1.0,1.0,14745600.0,4617.826490476173,4615.986628571392,4625.814872857043,4626.688494571324,4626.9068999998935,4597.339857142857,4595.001428571429,4604.492314285714,4605.335948571429,4605.546857142857,4586.291333333334,4584.548714285715,4592.366242857142,4593.061134285715,4593.234857142857,0.0,0.0,0.0,0.0,0.0,0.21655520274783374,3.0,0.0,0.0,13.853785857142881,4.0,4.0,0.0,0.0,0.21367086994386095,0.0,99.94554288329262,16.014188714285716,16.073873285714285,16.073873285714285,4620.325448142858,4627.515683571429,4627.515683571429,0.0,1.0,0.0,5419.627790178572,9.034890311104911,5452.321428571428,9.266700744628906,5419.627790178572,9.028504507882255,5484.395089285715,9.455438886369977,4598.723360714303,4597.471442857225,4609.631658571413,4610.869863142826,4611.17941428568,0.0,0.0,0.0,0.0,0.0,4588.101089285753,4586.233514285813,4599.256826428461,4600.705948142713,4601.068228571276,7,20.486633333315694,14.0625,3.045307538641412,64.76729910714312,0.4269343784877222,99.94554288329262,4604.311259428572,heavy,False,18432000.0
